,Sentence,Interviewee,State,Region,Verb,Verbal_S,Type_of_Subject,Person,Number,Adjacency,Preceding_Segment,Following_Segment,ThirdSingular,Verbal_aspect,Aspect,Verb_Type
1040,I sumtimes wish fer de good ole days,Frankie Goole,TN,Mountain,wish,0,Pronoun,First,Singular,N,S,C,N,state,habitual,rest
1041,"The people 'round here calls me ""Lee"" Star",Joseph Leonidas Star,TN,Mountain,call,s,Pronoun,Third,Plural,A,C,C,N,dynamic,habitual,rest
1042,"I disremember what, 'cause they didn't aim to make him buy his freedom high.",Joseph Leonidas Star,TN,Mountain,disremember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1043,"No, I disremember what he eat or how he behave.",Joseph Leonidas Star,TN,Mountain,disremember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1044,and I expect to die thataway,Joseph Leonidas Star,TN,Mountain,expect,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1045,And I hope I forget everything I ever knowed or heard about slaves and slave times.,Joseph Leonidas Star,TN,Mountain,forget,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1046,And I hope I forget everything I ever knowed or heard about slaves and slave times.,Joseph Leonidas Star,TN,Mountain,hope,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1047,And that makes me a free-born citizen bothways and every ways,Joseph Leonidas Star,TN,Mountain,make,s,Pronoun,Third,Singular,A,C,C,T,dynamic,habitual,rest
1048,I make it a point not to dwell too much on slave times.,Joseph Leonidas Star,TN,Mountain,make,0,Pronoun,First,Singular,A,C,V,N,dynamic,non-habitual,rest
1049,So I reckon I give it down to my kin-man,Joseph Leonidas Star,TN,Mountain,reckon,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1050,I well remember when General Burnside come to Knoxville,Joseph Leonidas Star,TN,Mountain,remember,0,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
1051,I remember another big man come here once when I was a boy,Joseph Leonidas Star,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1052,"and I say in it that if a man's got somethin' to eat, and teeth to bite, he should be satisfied.",Joseph Leonidas Star,TN,Mountain,say,0,Pronoun,First,Singular,A,irregular,V,N,dynamic,habitual,rest
1053,"I want to tell you, Lee Star is a free-born man",Joseph Leonidas Star,TN,Mountain,want,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1054,I 'longs ter de Baptist Chuch.,Julia Casey,TN,Mountain,belong,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1055,We calls hit de 'sociation.,Julia Casey,TN,Mountain,call,s,Pronoun,First,Plural,A,C,C,N,dynamic,habitual,rest
1056,I hope ter git de ole age pension soon.,Julia Casey,TN,Mountain,hope,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1057,I 'longs ter de Christian Chuch,Laura Ramsey Parker,TN,Mountain,belong,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1058,I does mah own housekeepin' en washin',Laura Ramsey Parker,TN,Mountain,do,s,Pronoun,First,Singular,A,irregular,C,N,dynamic,habitual,dhg
1059,I do member dat one nite dey passed our home en I grab'ed a shotgun en said dat I wuz gwine ter shoot dem ef dey kum on de place,Laura Ramsey Parker,TN,Mountain,do,0,Pronoun,First,Singular,A,irregular,C,N,aux,non-habitual,dhg
1060,I puts mah faith en trust in Gawd's han's; en treats mah nabers right; en lives honest,Laura Ramsey Parker,TN,Mountain,live,s,Pronoun,First,Singular,N,C,V,N,dynamic,non-habitual,rest
1061,but now I pieces en sells bed quilts,Laura Ramsey Parker,TN,Mountain,piece,s,Pronoun,First,Singular,A,S,V,N,dynamic,habitual,rest
1062,I puts mah faith en trust in Gawd's han's; en treats mah nabers right; en lives honest,Laura Ramsey Parker,TN,Mountain,put,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1063,I members de Battle ob Murfreesboro,Laura Ramsey Parker,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1064,De songs I members ez:,Laura Ramsey Parker,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1065,but now I pieces en sells bed quilts,Laura Ramsey Parker,TN,Mountain,sell,s,Pronoun,First,Singular,N,C,C,N,dynamic,habitual,rest
1066,I think very lettle ob de younger ginerashon,Laura Ramsey Parker,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1067,I puts mah faith en trust in Gawd's han's; en treats mah nabers right; en lives honest,Laura Ramsey Parker,TN,Mountain,treat,s,Pronoun,First,Singular,N,C,C,N,dynamic,habitual,rest
1068,I b'leeves in de Baptist 'ligion.,Measy Hudson,TN,Mountain,believe,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1069,en 'longs ter de Baptist Church.,Measy Hudson,TN,Mountain,belong,s,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
1070,Jis'fore de Civil War I members de comet,Measy Hudson,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1071,"Only song I now members ez ""On Jordans Banks I stand.""",Measy Hudson,TN,Mountain,remember,s,Pronoun,First,Singular,N,C,V,N,state,non-habitual,rest
1072,I 'long ter de Methodist Church,Millie Simpkins,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1073,I claims I's 109 ye'ars ole en wuz bawn near Winchester,Millie Simpkins,TN,Mountain,claim,s,Pronoun,First,Singular,A,C,V,N,dynamic,habitual,rest
1074,I guess ole Clay wuz a right good fellow but he played cards wid de niggers in de cellar.,Millie Simpkins,TN,Mountain,guess,0,Pronoun,First,Singular,A,S,V,N,state,non-habitual,rest
1075,I member w'en de sta'rs fell,Millie Simpkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1076,De songs I member ez,Millie Simpkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1077,De only thing I 'member 'bout de 'structshun,Millie Simpkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1078,I stays 'yer wid mah daughter,Millie Simpkins,TN,Mountain,stay,s,Pronoun,First,Singular,A,V,C,N,dynamic,non-habitual,rest
1079,I think de young peeples ez turrible,Millie Simpkins,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1080,I 'long ter de Baptist Church,Naisy Reece,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1081,guess I'se 'bout 80 y'ars ole,Naisy Reece,TN,Mountain,guess,0,Null,First,Singular,A,S,V,N,state,non-habitual,rest
1082,Think I wuz fou' w'en de wah started.,Naisy Reece,TN,Mountain,think,0,Null,First,Singular,A,C,V,N,state,non-habitual,rest
1083,but now I git he'ps by de Social Security,Narcissus Young,TN,Mountain,get,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
1084,Guess day wuz lookin' fer sum slave er sum one fum 'nother plantation,Narcissus Young,TN,Mountain,guess,0,Pronoun,First,Singular,A,S,C,N,state,non-habitual,rest
1085,I knows you won't b'leeve me but at one time I weigh ovuh 400 pounds,Narcissus Young,TN,Mountain,know,s,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1086,I member de ole song back dere,Narcissus Young,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1087,En I members seein' a comet wid a long bright shinin' tail,Narcissus Young,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,S,N,state,non-habitual,rest
1088,I think de young peeples ob ter day ez dogs en sluts,Narcissus Young,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1089,I does member seein' dem parade one time in Nashville,Patsy Hyde,TN,Mountain,do,s,Pronoun,First,Singular,A,irregular,C,N,aux,non-habitual,dhg
1090,til I git de ole Age Pension,Patsy Hyde,TN,Mountain,get,0,Pronoun,First,Singular,A,C,C,N,dynamic,habitual,rest
1091,I members one time I wuz keepin' flies off de table ,Patsy Hyde,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1092,I members one nite I dreamed dat a big white thing wuz on de gatepost,Patsy Hyde,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1093,I members dat de northern soldier's ban' would play Union Ferever,Patsy Hyde,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1094,De songs I members ez,Patsy Hyde,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1095,I member w'en de stars fell,Patsy Hyde,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1096,I member a comet dat looked lak a big red ball,Patsy Hyde,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1097,I member de fust street lites in Nashville,Patsy Hyde,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1098,I also members de Southern money goin' out en Yankee money,Patsy Hyde,TN,Mountain,remember,s,Pronoun,First,Singular,N,C,C,N,state,non-habitual,rest
1099,but I neber worries no matter w'at h appens,Patsy Hyde,TN,Mountain,worry,s,Pronoun,First,Singular,N,V,C,N,dynamic,habitual,rest
1100,I 'longs ter de foot washin' Baptist,Precilla Gray,TN,Mountain,belong,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1101,All de ex-slaves I know hab wuked at diff'ent jobs lak I has,Precilla Gray,TN,Mountain,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1102,One libes in California,Precilla Gray,TN,Mountain,live,s,NP,Third,Singular,A,C,C,T,dynamic,non-habitual,rest
1103,I lives wid de uther,Precilla Gray,TN,Mountain,live,s,Pronoun,First,Singular,A,C,C,N,dynamic,non-habitual,rest
1104,I member de Klu Klux,Precilla Gray,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1105,I think I'se 107 Y'ars ole,Precilla Gray,TN,Mountain,think,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1106,I think dat ez a man's wuk,Precilla Gray,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1107,I try not ter think 'bout de ole times.,Precilla Gray,TN,Mountain,try,0,Pronoun,First,Singular,A,V,C,N,dynamic,habitual,rest
1108,B'leeves I'se 'round 95 ter 100 y'ars,Rachel Gaines,TN,Mountain,believe,s,Null,First,Singular,A,C,V,N,state,non-habitual,rest
1109,"De fust thing I members ez I wuz tuk in a waggin ter Trenton, Kentucky en sold ter Dr. Brainbridge Dickerson",Rachel Gaines,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1110,"I member how he would tote out friend chicken, pig meat en uthuh good stuff ter us darkies.",Rachel Gaines,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1111,"nother thing I members ez de ""Pat-a-rollers""",Rachel Gaines,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1112,I member w'en Nashville fust had street cars pulled 'long by hosses er mules en I also member de ole dummy cars,Rachel Gaines,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1113,I member w'en Nashville fust had street cars pulled 'long by hosses er mules en I also member de ole dummy cars,Rachel Gaines,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1114,I b'long ter de Missionary Baptist chuch,Scott Martin,TN,Mountain,belong,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1115,I disremembers who I voted fer,Scott Martin,TN,Mountain,disremember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1116,I knows how ter behave,Scott Martin,TN,Mountain,know,s,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1117,I member de fust streett kar line that run on East side of Cumberland Riber,Scott Martin,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1118,I members de ole L & N Railroad,Scott Martin,TN,Mountain,remember,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1119,De otomobeels kiver nuder passag' in de Bible which seze de peeple 'll rid' on de streets widout hosses en mules,Scott Martin,TN,Mountain,say,s,NP,Third,Singular,A,irregular,C,T,dynamic,habitual,rest
1120,I think dat wuz rite,Scott Martin,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1121,I think dat dese things am it,Scott Martin,TN,Mountain,think,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1122,I know how to do eberting dere ez ter do in a fiel' 'cept plow,Sylvia Watkins,TN,Mountain,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1123,As far as I know de ex-slaves hab had wuked at diff'ent kinds ob jobs,Sylvia Watkins,TN,Mountain,know,0,Pronoun,First,Singular,A,V,C,N,state,non-habitual,rest
1124,I know ez in de po-house,Sylvia Watkins,TN,Mountain,know,0,Pronoun,First,Singular,A,V,V,N,state,non-habitual,rest
1125,I needs milk en cod liver oil fer dis lettle boy but can't buy it.,Sylvia Watkins,TN,Mountain,need,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1126,I owns dis home,Sylvia Watkins,TN,Mountain,own,s,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1127,I member earin' mah mammy pray,Sylvia Watkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1128,I member de comet hit had a long tail,Sylvia Watkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1129,De songs I member ez:,Sylvia Watkins,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,V,N,state,non-habitual,rest
1130,You see dey raised de chilluns ter mek money,Sylvia Watkins,TN,Mountain,see,0,Pronoun,Second,,A,V,C,N,dynamic,discourse,rest
1131,Oh Lawd I wish dem days wuz now,Sylvia Watkins,TN,Mountain,wish,0,Pronoun,First,Singular,A,S,C,N,state,non-habitual,rest
1132,Dey keep promisin' ter gib me de Old Age Pension en I wish dey would hurry hit up.,Wiley Childress,TN,Mountain,keep,0,Pronoun,Third,Plural,A,C,C,N,dynamic,habitual,rest
1133,"De only story dat I member mah people tole me 'bout wuz on Fedd, a slave on de next plantation",Wiley Childress,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1134,but I member mah folks talkin' 'bout fallin' sta'rs en a comet,Wiley Childress,TN,Mountain,remember,0,Pronoun,First,Singular,A,C,C,N,state,non-habitual,rest
1135,Dey keep promisin' ter gib me de Old Age Pension en I wish dey would hurry hit up.,Wiley Childress,TN,Mountain,wish,0,Pronoun,First,Singular,A,S,C,N,state,non-habitual,rest
